bath,balcony,price,total_sqft_float,bhk,sqrt_per_room,price_per_square
3.0,1.0,61.0,1355.0,3,451.6666666666667,4501.845018450184
1.0,2.0,43.82,770.0,1,770.0,5690.909090909091
2.0,2.0,66.25,1250.0,2,625.0,5300.0
2.0,1.0,79.0,1332.0,2,666.0,5930.930930930931
2.0,2.0,66.25,1230.0,2,615.0,5386.178861788618
2.0,1.0,77.0,1351.0,2,675.5,5699.481865284974
2.0,2.0,80.0,1303.0,2,651.5,6139.677666922486
2.0,1.0,58.5,1060.0,2,530.0,5518.867924528302
3.0,3.0,110.0,1800.0,3,600.0,6111.111111111111
3.0,3.0,100.0,1650.0,3,550.0,6060.606060606061
4.0,2.0,149.0,2550.0,4,637.5,5843.137254901961
4.0,1.5843757375501535,142.0,2750.0,4,687.5,5163.636363636364
1.0,1.0,142.0,1463.0,2,731.5,9706.083390293916
3.0,1.0,190.0,1910.0,3,636.6666666666666,9947.643979057591
2.0,2.0,90.0,1424.0,2,712.0,6320.224719101124
2.0,2.0,90.0,1424.0,2,712.0,6320.224719101124
2.0,2.0,86.0,1367.0,2,683.5,6291.148500365764
2.0,1.0,94.0,1425.0,2,712.5,6596.491228070176
4.0,2.0,130.0,1935.0,3,645.0,6718.3462532299745
3.0,2.0,120.0,1862.0,3,620.6666666666666,6444.68313641246
4.0,2.0,126.0,1936.0,3,645.3333333333334,6508.264462809917
3.0,2.0,119.0,1862.0,3,620.6666666666666,6390.977443609023
3.0,1.0,120.0,1856.0,3,618.6666666666666,6465.517241379311
4.0,2.0,120.0,1850.0,3,616.6666666666666,6486.486486486487
4.0,2.0,120.0,1950.0,3,650.0,6153.846153846154
4.0,3.0,129.0,1921.0,3,640.3333333333334,6715.252472670484
4.0,2.0,121.0,1920.0,3,640.0,6302.083333333333
4.0,2.0,125.0,1935.0,3,645.0,6459.948320413437
4.0,2.0,122.0,1852.0,3,617.3333333333334,6587.473002159827
4.0,2.0,120.0,1950.0,3,650.0,6153.846153846154
3.0,2.0,125.0,1852.0,3,617.3333333333334,6749.460043196545
4.0,2.0,121.0,1850.0,3,616.6666666666666,6540.540540540541
4.0,2.0,150.0,2395.0,3,798.3333333333334,6263.048016701461
4.0,2.0,290.0,3530.0,4,882.5,8215.297450424929
4.0,3.0,255.0,3565.0,4,891.25,7152.875175315568
2.0,2.0,83.0,1175.0,2,587.5,7063.829787234043
3.0,2.0,100.0,1605.0,3,535.0,6230.529595015576
2.0,1.0,80.0,1300.0,3,433.3333333333333,6153.846153846154
3.0,2.0,88.0,1760.0,3,586.6666666666666,5000.0
6.0,3.0,150.0,4250.0,6,708.3333333333334,3529.4117647058824
1.0,1.0,19.5,485.0,1,485.0,4020.618556701031
2.0,1.0,40.0,900.0,2,450.0,4444.444444444444
2.0,2.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,1.0,45.0,924.0,2,462.0,4870.12987012987
2.0,1.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,2.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,2.0,50.0,1190.0,2,595.0,4201.680672268908
2.0,1.0,65.0,1202.0,2,601.0,5407.65391014975
2.0,1.0,75.0,1340.0,2,670.0,5597.014925373134
2.0,3.0,63.0,1350.0,3,450.0,4666.666666666667
3.0,2.0,77.0,1700.0,3,566.6666666666666,4529.411764705882
2.0,1.0,85.0,1450.0,3,483.3333333333333,5862.068965517241
4.0,0.0,175.0,2650.0,3,883.3333333333334,6603.773584905661
2.0,1.0,90.0,1450.0,3,483.3333333333333,6206.896551724138
2.0,1.0,67.5,1350.0,2,675.0,5000.0
2.0,1.0,51.0,1000.0,2,500.0,5100.0
3.0,1.0,420.0,3515.0,3,1171.6666666666667,11948.790896159317
2.0,0.0,70.0,1200.0,2,600.0,5833.333333333333
3.0,3.0,125.0,2010.0,3,670.0,6218.905472636816
2.0,1.0,43.76,1167.0,2,583.5,3749.7857754927163
2.0,1.0,42.79,1141.0,2,570.5,3750.219106047327
2.0,1.0,58.0,1200.0,2,600.0,4833.333333333333
2.0,1.0,43.1,1151.0,2,575.5,3744.5699391833186
2.0,1.0,42.75,1141.0,2,570.5,3746.7134092900965
2.0,0.0,48.0,900.0,2,450.0,5333.333333333333
2.0,1.0,42.9,1151.0,2,575.5,3727.193744569939
2.0,1.0,43.16,1151.0,2,575.5,3749.7827975673326
2.0,0.0,58.0,1200.0,2,600.0,4833.333333333333
2.0,1.0,50.0,1200.0,2,600.0,4166.666666666667
2.0,1.0,50.0,1141.0,2,570.5,4382.120946538124
3.0,2.0,59.1,1576.0,3,525.3333333333334,3750.0
3.0,2.0,58.0,1576.0,3,525.3333333333334,3680.203045685279
3.0,2.0,58.7,1576.0,3,525.3333333333334,3724.6192893401017
4.0,0.0,90.0,1749.0,4,437.25,5145.797598627787
2.0,2.0,37.0,1200.0,2,600.0,3083.3333333333335
3.0,2.0,77.0,1600.0,3,533.3333333333334,4812.5
2.0,1.0,63.0,1495.0,3,498.3333333333333,4214.046822742475
1.0,1.0,14.0,500.0,1,500.0,2800.0
2.0,2.0,14.0,500.0,1,500.0,2800.0
1.0,1.0,14.0,500.0,1,500.0,2800.0
1.0,1.0,14.0,500.0,1,500.0,2800.0
2.0,2.0,31.5,1100.0,2,550.0,2863.6363636363635
2.0,1.0,26.0,908.0,2,454.0,2863.4361233480176
2.0,1.0,29.7,1000.0,2,500.0,2970.0
2.0,1.0,25.99,850.0,2,425.0,3057.6470588235293
2.0,1.0,25.26,902.0,2,451.0,2800.4434589800444
2.0,1.0,25.5,810.0,2,405.0,3148.1481481481483
2.0,1.0,27.0,890.0,2,445.0,3033.7078651685392
2.0,1.0,36.0,1200.0,2,600.0,3000.0
2.0,2.0,25.0,902.0,2,451.0,2771.6186252771618
2.0,1.0,25.99,930.0,2,465.0,2794.6236559139784
3.0,1.0,42.0,1319.0,3,439.6666666666667,3184.230477634572
2.0,1.0,45.9,1016.0,2,508.0,4517.716535433071
3.0,2.0,60.0,680.0,2,340.0,8823.529411764706
2.0,2.0,45.0,1050.0,2,525.0,4285.714285714285
4.0,2.0,135.0,1200.0,4,300.0,11250.0
1.0,1.0,11.5,400.0,1,400.0,2875.0
1.0,1.0,15.0,456.0,1,456.0,3289.4736842105262
1.0,1.0,12.5,420.0,1,420.0,2976.190476190476
1.0,1.0,36.0,1200.0,2,600.0,3000.0
2.0,1.0,22.0,656.0,2,328.0,3353.6585365853657
2.0,1.0,22.0,620.0,2,310.0,3548.3870967741937
1.0,1.0,36.0,1200.0,2,600.0,3000.0
2.0,2.0,38.3,1035.0,2,517.5,3700.483091787439
2.0,1.0,34.0,888.0,2,444.0,3828.828828828829
2.0,1.0,36.1,1200.0,2,600.0,3008.3333333333335
1.0,1.0,36.0,1200.0,2,600.0,3000.0
2.0,2.0,28.0,766.0,2,383.0,3655.3524804177546
1.0,1.0,23.5,620.0,2,310.0,3790.3225806451615
1.0,1.0,36.0,1200.0,2,600.0,3000.0
1.0,1.0,36.0,1200.0,2,600.0,3000.0
1.0,1.0,36.0,1200.0,2,600.0,3000.0
1.0,1.0,36.0,1200.0,2,600.0,3000.0
2.0,1.0,36.1,1200.0,2,600.0,3008.3333333333335
2.0,1.0,36.1,1200.0,2,600.0,3008.3333333333335
1.0,1.0,21.0,680.0,2,340.0,3088.235294117647
3.0,2.0,68.0,1800.0,3,600.0,3777.777777777778
3.0,2.0,45.0,1150.0,3,383.3333333333333,3913.0434782608695
4.0,0.0,95.0,2400.0,3,800.0,3958.3333333333335
2.0,1.0,36.0,1200.0,4,300.0,3000.0
5.0,1.5843757375501535,140.0,2400.0,4,600.0,5833.333333333333
5.0,1.0,170.0,1035.0,5,207.0,16425.12077294686
2.0,2.0,39.0,1070.0,2,535.0,3644.8598130841124
2.0,2.0,37.0,1070.0,2,535.0,3457.9439252336447
2.0,0.0,25.0,710.0,2,355.0,3521.1267605633802
2.0,0.0,32.0,950.0,2,475.0,3368.4210526315787
2.0,0.0,30.0,950.0,2,475.0,3157.8947368421054
2.0,2.0,45.0,1280.0,3,426.6666666666667,3515.625
2.0,1.0,37.72,1347.0,3,449.0,2800.2969561989607
3.0,1.0,87.54,1843.0,3,614.3333333333334,4749.864351600651
4.0,2.0,86.0,1850.0,4,462.5,4648.648648648648
4.0,2.0,55.0,1800.0,4,450.0,3055.5555555555557
2.0,0.0,100.0,1348.0,2,674.0,7418.39762611276
2.0,2.0,50.0,1105.0,2,552.5,4524.886877828054
1.0,0.0,22.0,540.0,1,540.0,4074.074074074074
2.0,2.0,48.0,1075.0,2,537.5,4465.116279069767
3.0,1.0,70.0,600.0,3,200.0,11666.666666666666
5.0,2.0,270.0,1200.0,4,300.0,22500.0
4.0,1.0,150.0,2400.0,4,600.0,6250.0
4.0,0.0,150.0,3500.0,4,875.0,4285.714285714285
3.0,1.0,100.0,1567.0,3,522.3333333333334,6381.620931716656
3.0,3.0,40.0,1250.0,3,416.6666666666667,3200.0
1.0,0.0,32.39,720.0,1,720.0,4498.611111111111
1.0,0.0,28.0,610.0,1,610.0,4590.163934426229
6.0,1.5843757375501535,137.0,1200.0,5,240.0,11416.666666666666
2.0,2.0,70.0,1224.0,2,612.0,5718.954248366013
3.0,2.0,95.0,1728.0,3,576.0,5497.685185185185
3.0,2.0,92.0,1732.46,3,577.4866666666667,5310.367916142364
3.0,2.0,95.0,1723.0,3,574.3333333333334,5513.6390017411495
3.0,2.0,92.0,1777.26,3,592.42,5176.507657855351
4.0,3.0,200.0,3198.0,4,799.5,6253.908692933083
4.0,2.0,160.0,2422.0,4,605.5,6606.110652353427
4.0,1.0,205.0,3200.0,4,800.0,6406.25
3.0,1.5843757375501535,140.0,2062.0,4,515.5,6789.524733268671
3.0,1.5843757375501535,140.0,2062.0,4,515.5,6789.524733268671
2.0,2.0,65.0,1350.0,3,450.0,4814.814814814815
3.0,2.0,110.0,1537.0,3,512.3333333333334,7156.79895901106
1.0,1.0,28.0,600.0,1,600.0,4666.666666666667
2.0,1.0,40.0,920.0,2,460.0,4347.826086956522
2.0,2.0,55.0,1190.0,2,595.0,4621.848739495798
2.0,2.0,55.0,1100.0,2,550.0,5000.0
2.0,2.0,60.0,1240.0,2,620.0,4838.709677419355
2.0,1.0,44.5,900.0,2,450.0,4944.444444444444
3.0,2.0,140.0,2060.0,3,686.6666666666666,6796.116504854369
3.0,2.0,150.0,2060.0,3,686.6666666666666,7281.553398058252
3.0,1.0,180.0,2400.0,3,800.0,7500.0
4.0,1.0,150.0,2400.0,4,600.0,6250.0
2.0,2.0,53.0,1000.0,2,500.0,5300.0
2.0,1.5843757375501535,53.0,1100.0,2,550.0,4818.181818181818
3.0,1.0,100.0,2050.0,4,512.5,4878.048780487805
5.0,2.0,2912.0,8321.0,4,2080.25,34995.79377478668
7.0,1.5843757375501535,225.0,5100.0,6,850.0,4411.764705882353
2.0,3.0,65.0,1220.0,2,610.0,5327.868852459016
3.0,3.0,84.0,1640.0,3,546.6666666666666,5121.951219512195
2.0,2.0,42.0,936.0,2,468.0,4487.179487179487
2.0,2.0,43.0,936.0,2,468.0,4594.017094017094
2.0,0.0,60.0,800.0,3,266.6666666666667,7500.0
1.0,1.0,62.0,834.0,1,834.0,7434.052757793765
2.0,2.0,38.0,1200.0,2,600.0,3166.6666666666665
2.0,2.0,55.0,1127.0,2,563.5,4880.212954747116
2.0,2.0,55.0,1125.0,2,562.5,4888.888888888889
1.0,1.0,11.0,450.0,1,450.0,2444.4444444444443
1.0,1.0,11.0,400.0,1,400.0,2750.0
1.0,1.0,12.0,400.0,1,400.0,3000.0
1.0,1.0,10.25,395.0,1,395.0,2594.9367088607596
1.0,1.0,12.0,418.0,1,418.0,2870.813397129187
1.0,1.0,10.0,400.0,1,400.0,2500.0
1.0,1.0,12.5,450.0,1,450.0,2777.777777777778
1.0,0.0,19.55,782.0,1,782.0,2500.0
1.0,1.0,11.5,400.0,1,400.0,2875.0
1.0,1.0,13.0,460.0,1,460.0,2826.086956521739
2.0,1.0,11.5,418.0,1,418.0,2751.196172248804
1.0,1.0,10.0,410.0,1,410.0,2439.0243902439024
1.0,1.0,10.25,400.0,1,400.0,2562.5
1.0,1.0,15.0,520.0,1,520.0,2884.6153846153848
2.0,1.0,25.0,656.0,2,328.0,3810.9756097560976
2.0,2.0,42.0,1200.0,2,600.0,3500.0
1.0,1.0,25.0,695.0,2,347.5,3597.122302158273
1.0,1.0,25.0,850.0,2,425.0,2941.176470588235
1.0,1.0,25.0,900.0,2,450.0,2777.777777777778
2.0,1.0,25.0,656.0,2,328.0,3810.9756097560976
2.0,1.0,25.0,656.0,2,328.0,3810.9756097560976
3.0,3.0,120.0,2400.0,3,800.0,5000.0
3.0,1.0,65.0,1700.0,3,566.6666666666666,3823.529411764706
4.0,0.0,52.8,1600.0,4,400.0,3300.0
4.0,2.0,95.0,2168.0,4,542.0,4381.918819188192
2.0,1.0,70.0,500.0,2,250.0,14000.0
1.0,0.0,65.0,1200.0,2,600.0,5416.666666666667
4.0,2.0,200.0,2400.0,3,800.0,8333.333333333334
8.0,1.0,150.0,4000.0,7,571.4285714285714,3750.0
1.0,0.0,14.0,400.0,1,400.0,3500.0
2.0,0.0,23.0,600.0,1,600.0,3833.3333333333335
2.0,1.0,60.0,1000.0,2,500.0,6000.0
2.0,1.0,60.0,975.0,2,487.5,6153.846153846154
1.0,1.0,49.0,833.0,1,833.0,5882.35294117647
3.0,3.0,120.0,2300.0,3,766.6666666666666,5217.391304347826
3.0,2.0,108.0,2045.0,3,681.6666666666666,5281.173594132029
2.0,1.0,50.0,1236.0,2,618.0,4045.3074433656957
2.0,1.0,48.0,1190.0,2,595.0,4033.6134453781515
2.0,1.0,79.0,1300.0,2,650.0,6076.923076923077
2.0,1.0,45.0,1080.0,2,540.0,4166.666666666667
5.0,2.0,300.0,2400.0,6,400.0,12500.0
2.0,1.0,58.27,1313.0,2,656.5,4437.928408225438
2.0,1.0,49.27,1060.0,2,530.0,4648.11320754717
2.0,1.0,49.0,1020.0,2,510.0,4803.921568627451
2.0,2.0,50.0,1075.0,2,537.5,4651.162790697675
2.0,3.0,73.0,1460.0,3,486.6666666666667,5000.0
2.0,2.0,70.0,1405.0,3,468.3333333333333,4982.20640569395
2.0,1.0,140.0,1200.0,4,300.0,11666.666666666666
1.0,1.0,17.0,686.0,1,686.0,2478.134110787172
2.0,2.0,35.0,1200.0,3,400.0,2916.6666666666665
5.0,1.0,230.0,1500.0,4,375.0,15333.333333333334
3.0,2.0,230.0,2700.0,4,675.0,8518.518518518518
2.0,2.0,88.0,1600.0,3,533.3333333333334,5500.0
1.0,0.0,37.5,1500.0,1,1500.0,2500.0
2.0,1.0,105.0,1375.0,2,687.5,7636.363636363636
2.0,0.0,110.0,1050.0,2,525.0,10476.190476190477
3.0,2.0,150.0,1800.0,3,600.0,8333.333333333334
2.0,1.0,55.0,1060.0,2,530.0,5188.679245283019
2.0,3.0,45.0,999.0,2,499.5,4504.504504504504
2.0,1.0,65.0,1194.0,2,597.0,5443.886097152429
2.0,2.0,67.0,1200.0,2,600.0,5583.333333333333
2.0,1.0,65.0,1194.0,2,597.0,5443.886097152429
3.0,2.0,85.0,2000.0,3,666.6666666666666,4250.0
2.0,2.0,85.0,2000.0,3,666.6666666666666,4250.0
3.0,2.0,85.0,2000.0,3,666.6666666666666,4250.0
3.0,2.0,85.0,2000.0,3,666.6666666666666,4250.0
3.0,1.0,150.0,1196.0,4,299.0,12541.80602006689
4.0,1.0,225.0,2400.0,5,480.0,9375.0
5.0,1.5843757375501535,325.0,1200.0,4,300.0,27083.333333333332
3.0,2.0,85.0,2000.0,3,666.6666666666666,4250.0
3.0,1.0,165.0,1200.0,4,300.0,13750.0
4.0,1.0,160.0,1200.0,5,240.0,13333.333333333334
2.0,2.0,45.0,975.0,2,487.5,4615.384615384615
2.0,2.0,33.0,865.0,2,432.5,3815.0289017341042
1.0,0.0,40.0,375.0,1,375.0,10666.666666666666
3.0,2.0,200.0,1717.0,3,572.3333333333334,11648.223645894
2.0,2.0,90.0,600.0,4,150.0,15000.0
4.0,2.0,200.0,1200.0,5,240.0,16666.666666666668
6.0,2.0,80.0,600.0,6,100.0,13333.333333333334
2.0,1.0,52.0,950.0,2,475.0,5473.684210526316
2.0,2.0,70.0,1274.0,2,637.0,5494.505494505494
2.0,2.0,80.0,1280.0,2,640.0,6250.0
2.0,2.0,70.0,1100.0,2,550.0,6363.636363636364
2.0,2.0,58.0,1000.0,2,500.0,5800.0
2.0,2.0,56.0,965.0,2,482.5,5803.108808290155
2.0,2.0,70.0,1200.0,2,600.0,5833.333333333333
2.0,2.0,46.0,930.0,2,465.0,4946.236559139785
3.0,1.5843757375501535,170.0,1850.0,3,616.6666666666666,9189.18918918919
3.0,3.0,220.0,2200.0,3,733.3333333333334,10000.0
4.0,1.0,325.0,2780.0,3,926.6666666666666,11690.647482014389
3.0,3.0,172.0,1750.0,3,583.3333333333334,9828.57142857143
3.0,2.0,345.0,2500.0,3,833.3333333333334,13800.0
5.0,3.0,416.0,2990.0,5,598.0,13913.04347826087
2.0,0.0,90.0,1350.0,2,675.0,6666.666666666667
1.0,1.0,20.0,450.0,1,450.0,4444.444444444444
2.0,2.0,63.0,1150.0,2,575.0,5478.260869565217
2.0,2.0,56.81,1196.0,2,598.0,4750.0
2.0,2.0,81.0,1450.0,3,483.3333333333333,5586.206896551724
3.0,2.0,79.0,1458.0,3,486.0,5418.38134430727
3.0,2.0,112.0,1600.0,3,533.3333333333334,7000.0
2.0,1.0,75.0,1300.0,3,433.3333333333333,5769.2307692307695
2.0,2.0,78.0,1540.0,3,513.3333333333334,5064.935064935065
2.0,2.0,99.0,1470.0,3,490.0,6734.693877551021
6.0,3.0,165.0,3300.0,6,550.0,5000.0
6.0,2.0,138.0,600.0,7,85.71428571428571,23000.0
5.0,2.0,395.0,2400.0,4,600.0,16458.333333333332
2.0,1.0,29.0,700.0,2,350.0,4142.857142857143
2.0,1.0,46.0,1141.0,2,570.5,4031.5512708150745
2.0,2.0,57.0,1500.0,2,750.0,3800.0
2.0,3.0,45.0,1050.0,2,525.0,4285.714285714285
2.0,1.0,45.9,1141.0,2,570.5,4022.787028921998
2.0,1.0,40.0,1105.0,2,552.5,3619.9095022624433
2.0,1.0,55.99,1450.0,2,725.0,3861.3793103448274
2.0,2.0,38.0,1100.0,2,550.0,3454.5454545454545
2.0,1.0,38.95,1061.0,2,530.5,3671.065032987748
2.0,2.0,58.0,1245.0,2,622.5,4658.634538152611
2.0,1.0,43.4,1358.0,3,452.6666666666667,3195.8762886597938
2.0,2.0,41.39,1213.0,3,404.3333333333333,3412.201154163232
2.0,2.0,66.0,1611.0,3,537.0,4096.83426443203
2.0,2.0,39.98,1167.0,3,389.0,3425.8783204798624
2.0,1.0,43.1,1358.0,3,452.6666666666667,3173.784977908689
2.0,1.0,81.0,1274.0,2,637.0,6357.9277864992155
2.0,1.0,81.0,1274.0,2,637.0,6357.9277864992155
3.0,2.0,115.0,1842.0,3,614.0,6243.213897937025
3.0,2.0,115.0,1842.0,3,614.0,6243.213897937025
3.0,2.0,115.0,1842.0,3,614.0,6243.213897937025
3.0,2.0,115.0,1842.0,3,614.0,6243.213897937025
2.0,2.0,88.0,1500.0,2,750.0,5866.666666666667
1.0,1.0,21.0,560.0,1,560.0,3750.0
2.0,0.0,40.0,1050.0,2,525.0,3809.5238095238096
4.0,2.0,150.0,2360.0,4,590.0,6355.932203389831
3.0,1.0,95.0,750.0,5,150.0,12666.666666666666
2.0,2.0,57.0,985.0,2,492.5,5786.802030456853
2.0,1.0,83.87,1407.0,2,703.5,5960.90973702914
4.0,3.0,135.0,2400.0,4,600.0,5625.0
2.0,2.0,72.0,1220.0,2,610.0,5901.639344262295
4.0,1.0,350.0,4400.0,5,880.0,7954.545454545455
4.0,0.0,150.0,1575.0,5,315.0,9523.809523809523
1.0,0.0,42.295,790.5,1,790.5,5350.411132194813
1.0,1.0,38.77,656.0,1,656.0,5910.0609756097565
1.0,1.0,39.0,645.0,1,645.0,6046.511627906977
1.0,1.0,41.0,645.0,1,645.0,6356.589147286822
2.0,1.0,80.9,1210.0,2,605.0,6685.950413223141
2.0,1.0,72.0,1210.0,2,605.0,5950.413223140496
2.0,1.0,78.5,1205.0,2,602.5,6514.522821576764
2.0,2.0,65.0,1145.0,2,572.5,5676.855895196507
2.0,1.0,68.38,1020.07,2,510.035,6703.461527150097
2.0,1.0,81.0,1205.47,2,602.735,6719.370867794304
2.0,1.0,65.0,1007.0,2,503.5,6454.816285998014
2.0,1.0,70.0,1205.0,2,602.5,5809.128630705394
2.0,1.0,74.0,1210.0,2,605.0,6115.702479338843
2.0,1.0,64.0,1012.0,2,506.0,6324.110671936759
2.0,1.0,62.0,1007.0,2,503.5,6156.901688182721
2.0,1.0,67.0,1007.0,2,503.5,6653.4260178748755
2.0,1.0,66.0,1007.0,2,503.5,6554.121151936445
2.0,1.0,69.0,1210.0,2,605.0,5702.479338842975
2.0,1.0,65.0,1012.0,2,506.0,6422.924901185771
2.0,1.0,73.87,1205.0,2,602.5,6130.290456431535
2.0,1.0,79.0,1205.0,2,602.5,6556.016597510374
2.0,1.0,68.0,1012.0,2,506.0,6719.367588932806
2.0,1.0,40.0,825.0,1,825.0,4848.484848484848
2.0,1.0,33.0,1051.0,2,525.5,3139.8667935299713
5.0,0.0,89.0,499.0,6,83.16666666666667,17835.67134268537
2.0,3.0,122.0,1525.0,3,508.3333333333333,8000.0
2.0,2.0,125.0,1560.0,3,520.0,8012.820512820513
2.0,2.0,120.0,1500.0,3,500.0,8000.0
2.0,2.0,130.0,1630.0,3,543.3333333333334,7975.460122699386
3.0,2.0,156.0,2312.0,3,770.6666666666666,6747.404844290658
1.0,1.0,200.0,2400.0,1,2400.0,8333.333333333334
1.0,1.0,60.0,720.0,1,720.0,8333.333333333334
2.0,1.0,63.0,1125.0,2,562.5,5600.0
2.0,2.0,80.0,1310.0,2,655.0,6106.8702290076335
2.0,3.0,75.0,1260.0,2,630.0,5952.380952380952
2.0,2.0,46.79,1170.0,2,585.0,3999.1452991452993
2.0,1.0,78.0,1330.0,2,665.0,5864.661654135339
2.0,2.0,40.79,1020.0,2,510.0,3999.0196078431372
2.0,1.0,63.98,1600.0,2,800.0,3998.75
2.0,2.0,86.0,1390.0,2,695.0,6187.050359712231
2.0,3.0,70.0,1460.0,2,730.0,4794.520547945205
2.0,1.0,60.0,1200.0,2,600.0,5000.0
2.0,2.0,80.0,1290.0,2,645.0,6201.550387596899
2.0,3.0,65.0,1186.0,2,593.0,5480.607082630691
2.0,3.0,45.0,1040.0,2,520.0,4326.923076923077
2.0,2.0,77.0,1330.0,2,665.0,5789.473684210527
2.0,3.0,49.0,1200.0,2,600.0,4083.3333333333335
2.0,2.0,67.0,1185.0,2,592.5,5654.008438818565
2.0,1.0,50.0,1000.0,2,500.0,5000.0
2.0,2.0,80.43,1310.0,2,655.0,6139.69465648855
1.0,0.0,27.0,600.0,2,300.0,4500.0
2.0,2.0,87.8,1430.0,2,715.0,6139.8601398601395
2.0,1.0,42.83,1020.0,2,510.0,4199.019607843137
2.0,1.0,63.0,1100.0,2,550.0,5727.272727272727
2.0,2.0,40.79,1020.0,2,510.0,3999.0196078431372
2.0,3.0,75.0,1260.0,2,630.0,5952.380952380952
2.0,1.0,88.64,1470.0,3,490.0,6029.931972789115
2.0,2.0,75.0,1300.0,3,433.3333333333333,5769.2307692307695
3.0,2.0,115.0,1800.0,3,600.0,6388.888888888889
4.0,1.0,135.0,2600.0,3,866.6666666666666,5192.307692307692
2.0,0.0,83.0,1350.0,3,450.0,6148.148148148148
2.0,1.0,78.0,1400.0,3,466.6666666666667,5571.428571428572
3.0,2.0,125.0,1700.0,3,566.6666666666666,7352.941176470588
3.0,2.0,101.0,1650.0,3,550.0,6121.212121212121
2.0,2.0,55.0,1300.0,3,433.3333333333333,4230.7692307692305
3.0,2.0,90.75,1650.0,3,550.0,5500.0
3.0,2.0,101.0,1650.0,3,550.0,6121.212121212121
3.0,3.0,80.0,1540.0,3,513.3333333333334,5194.805194805195
3.0,2.0,115.0,1683.0,3,561.0,6833.036244800951
3.0,2.0,125.0,1800.0,3,600.0,6944.444444444444
2.0,2.0,89.0,1750.0,3,583.3333333333334,5085.714285714285
3.0,3.0,108.0,1770.0,3,590.0,6101.6949152542375
3.0,2.0,125.0,1800.0,3,600.0,6944.444444444444
3.0,1.0,66.0,1420.0,3,473.3333333333333,4647.887323943662
3.0,2.0,74.52,1200.0,3,400.0,6210.0
3.0,2.0,85.0,1426.0,3,475.3333333333333,5960.729312762974
4.0,3.0,95.0,2500.0,4,625.0,3800.0
2.0,2.0,77.25,1030.0,3,343.3333333333333,7500.0
3.0,3.0,95.0,600.0,6,100.0,15833.333333333334
3.0,1.0,100.0,1600.0,3,533.3333333333334,6250.0
2.0,2.0,80.0,1330.0,2,665.0,6015.037593984963
3.0,2.0,100.0,1690.0,3,563.3333333333334,5917.15976331361
4.0,1.0,100.0,600.0,3,200.0,16666.666666666668
4.0,3.0,170.0,3000.0,5,600.0,5666.666666666667
2.0,2.0,150.0,1700.0,2,850.0,8823.529411764706
2.0,2.0,110.0,1250.0,2,625.0,8800.0
2.0,1.0,125.0,1245.0,2,622.5,10040.160642570281
2.0,1.0,120.0,1500.0,3,500.0,8000.0
2.0,1.0,95.0,1260.0,3,420.0,7539.68253968254
2.0,2.0,300.0,2400.0,3,800.0,12500.0
2.0,1.0,150.0,1200.0,4,300.0,12500.0
3.0,2.0,125.0,1050.0,4,262.5,11904.761904761905
3.0,2.0,510.0,2400.0,5,480.0,21250.0
3.0,2.0,425.0,2800.0,5,560.0,15178.57142857143
1.0,1.0,145.0,1350.0,1,1350.0,10740.74074074074
2.0,3.0,58.4,1145.0,2,572.5,5100.436681222707
2.0,1.0,50.0,1085.0,2,542.5,4608.294930875576
2.0,1.0,58.7,1305.0,3,435.0,4498.08429118774
3.0,2.0,118.0,1650.0,3,550.0,7151.515151515152
2.0,2.0,68.0,1350.0,3,450.0,5037.037037037037
2.0,1.0,59.0,1305.0,3,435.0,4521.072796934866
2.0,1.0,60.0,1305.0,3,435.0,4597.701149425287
2.0,1.0,59.0,1305.0,3,435.0,4521.072796934866
3.0,1.0,75.48,1480.0,3,493.3333333333333,5100.0
2.0,1.0,59.0,1305.0,3,435.0,4521.072796934866
2.0,2.0,100.0,1500.0,3,500.0,6666.666666666667
2.0,2.0,95.0,1420.0,3,473.3333333333333,6690.140845070423
4.0,1.0,240.0,2400.0,4,600.0,10000.0
3.0,1.0,147.0,2100.0,4,525.0,7000.0
6.0,2.0,150.0,3000.0,6,500.0,5000.0
9.0,1.5843757375501535,200.0,1560.0,9,173.33333333333334,12820.51282051282
2.0,1.0,41.5,920.0,2,460.0,4510.869565217391
2.0,2.0,49.0,1305.0,3,435.0,3754.7892720306513
3.0,3.0,47.57,1510.0,3,503.3333333333333,3150.3311258278145
3.0,2.0,51.98,1650.0,3,550.0,3150.3030303030305
3.0,2.0,51.35,1630.0,3,543.3333333333334,3150.306748466258
3.0,3.0,47.57,1510.0,3,503.3333333333333,3150.3311258278145
2.0,2.0,49.0,1315.0,3,438.3333333333333,3726.235741444867
3.0,2.0,48.51,1540.0,3,513.3333333333334,3150.0
2.0,0.0,59.935,1177.5,2,588.75,5090.0212314225055
2.0,1.0,59.0,1160.0,2,580.0,5086.206896551724
3.0,1.0,69.46,1392.0,3,464.0,4989.942528735632
2.0,0.0,70.385,1410.5,3,470.1666666666667,4990.074441687346
4.0,3.0,190.0,4800.0,4,1200.0,3958.3333333333335
3.0,2.0,200.0,4800.0,4,1200.0,4166.666666666667
2.0,1.0,77.25,1030.0,2,515.0,7500.0
3.0,1.0,125.0,1762.0,3,587.3333333333334,7094.211123723042
